vendor,mensagem,destino,spam,total
centigen,"Jaime,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,126
centigen,"Jair,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,224
centigen,"Jairo,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,139
centigen,"Janaina,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,415
centigen,"Jane,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,142
centigen,"Janete,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,174
centigen,"Jaqueline,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,499
centigen,"Jean,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,308
centigen,"Jeferson,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,294
centigen,"Jefferson,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,379
zootude,"JESSICA, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,134
centigen,"Jessica,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,1001
centigen,"Joana,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,282
zootude,Joao volte a utilizar os beneficios do seu plano Vivo Movel. Pague sua conta vencida em  com o codigo de barras,NA,FALSE,118
zootude,"Joao, a CLARO ainda precisa de sua ligacao! Ligue 30038080 ou 08002088080 ou acesse Claropaguefacil.com.br e saiba mais",NA,FALSE,201
zootude,"Joao, a Claro ainda precisa de sua ligacao! Nos retorne ate o final do dia de hoje no 0800 208 8080 ou 3003 8080, se preferir acesse Claropaguefacil.com.br",NA,FALSE,187
zootude,"Joao, a CLARO ainda precisa de sua ligacao! Retorne ate o final do dia de hoje no 30038080 ou 08002088080 ou acesse Claropaguefacil.com.br",NA,FALSE,165
zootude,"JOAO, a Claro preparou uma oferta para voce. Ligue agora 1052 e aproveite.",NA,FALSE,225
zootude,"JOAO, a Claro preparou uma oferta para voce. Ligue agora e negocie com ate 20% de desconto.",NA,FALSE,132
zootude,"JOAO, a Claro tem uma oferta para voce negociar com ate 30% de desconto. Ligue agora 1052 e aproveite.",NA,FALSE,202
zootude,"JOAO, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,486
centigen,"Joao,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,3182
zootude,"JOAO. Vem pra TIM! Whatsapp e ligacoes ilimitadas e ate 4GB de internet. A partir de R$44,99. Acesse bit.ly/promoTIM ou digite SIM e ligamos pra vc.",TIM,FALSE,391
centigen,"Joaquim,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,205
centigen,"Joel,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,242
centigen,"Joelma,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,179
centigen,"Joice,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,139
centigen,"Jonas,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,239
centigen,"Jonathan,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,181
zootude,"JORGE, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,153
centigen,"Jorge,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,801
zootude,"JORGE. Vem pra TIM! Whatsapp e ligacoes ilimitadas e ate 4GB de internet. A partir de R$44,99. Acesse bit.ly/promoTIM ou digite SIM e ligamos pra vc.",TIM,FALSE,257
zootude,Jose volte a utilizar os beneficios do seu plano Vivo Movel. Pague sua conta vencida em  com o codigo de barras,NA,FALSE,223
zootude,Jose volte a utilizar os beneficios do seu plano Vivo Movel. Pague sua conta vencida em  com o codigo de barras,NA,FALSE,259
zootude,"Jose, a CLARO ainda precisa de sua ligacao! Ligue 30038080 ou 08002088080 ou acesse Claropaguefacil.com.br e saiba mais",NA,FALSE,523
zootude,"Jose, a Claro ainda precisa de sua ligacao! Nos retorne ate o final do dia de hoje no 0800 208 8080 ou 3003 8080, se preferir acesse Claropaguefacil.com.br",NA,FALSE,471
zootude,"Jose, a Claro ainda precisa de sua ligacao! Nos retorne ate o final do dia de hoje no 0800 208 8080 ou 3003 8080, se preferir acesse Claropaguefacil.com.br",NA,FALSE,211
zootude,"Jose, a CLARO ainda precisa de sua ligacao! Retorne ate o final do dia de hoje no 30038080 ou 08002088080 ou acesse Claropaguefacil.com.br",NA,FALSE,432
zootude,"JOSE, a Claro preparou uma oferta para voce. Ligue agora 1052 e aproveite.",NA,FALSE,550
zootude,"JOSE, a Claro preparou uma oferta para voce. Ligue agora 1052 e negocie com ate 30% de desconto.",NA,FALSE,128
zootude,"JOSE, a Claro preparou uma oferta para voce. Ligue agora e negocie com ate 20% de desconto.",NA,FALSE,323
zootude,"JOSE, a Claro tem uma oferta para voce negociar com ate 30% de desconto. Ligue agora 1052 e aproveite.",NA,FALSE,581
zootude,"JOSE, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,1284
zootude,"Jose, a Nextel tem ofertas especiais para VOCE! Entre em contato no  0800 024 4263 ou 11 4999 4077 ate as 20h. Nao perca esta oportunidade!",NEXTEL,FALSE,103
zootude,"JOSE, Negocie seu debito Online com a TIM. Acesse www.maltacobrancas.com.br em NEGOCIE AQUI, Ligue 08008882373 ou Whats 65981177181. Prazo Limitado.",NA,FALSE,102
zootude,"Jose, Oferta Relampago Oi. Ligue agora e pague ainda hoje 08007230106. Condicoes especiais de desconto conforme contrato. Verifique o seu.",OI,FALSE,144
centigen,"Jose,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,8059
zootude,"JOSE. Vem pra TIM! Whatsapp e ligacoes ilimitadas e ate 4GB de internet. A partir de R$44,99. Acesse bit.ly/promoTIM ou digite SIM e ligamos pra vc.",TIM,FALSE,1108
centigen,"Josefa,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,363
centigen,"Josiane,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,252
centigen,"Josue,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,160
centigen,"Joyce,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,191
centigen,"Juarez,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,104
centigen,"Julia,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,236
zootude,"JULIANA, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,177
centigen,"Juliana,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,1082
zootude,"JULIANA. Vem pra TIM! Whatsapp e ligacoes ilimitadas e ate 4GB de internet. A partir de R$44,99. Acesse bit.ly/promoTIM ou digite SIM e ligamos pra vc.",TIM,FALSE,152
centigen,"Juliane,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,101
centigen,"Juliano,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,192
centigen,"Julio,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,538
zootude,"JULIO. Vem pra TIM! Whatsapp e ligacoes ilimitadas e ate 4GB de internet. A partir de R$44,99. Acesse bit.ly/promoTIM ou digite SIM e ligamos pra vc.",TIM,FALSE,103
centigen,"Jussara,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,123
centigen,"Karen,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,129
centigen,"Karina,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,279
centigen,"Karine,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,105
centigen,"Karla,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,125
centigen,"Katia,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,396
centigen,"Kelly,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,315
centigen,"Kleber,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,127
centigen,"Lais,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,187
centigen,"Larissa,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,478
centigen,"Laura,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,145
zootude,"LEANDRO, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,141
centigen,"Leandro,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,930
centigen,"Leila,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,188
zootude,"LEONARDO, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,148
centigen,"Leonardo,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,874
centigen,"Leticia,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,482
centigen,"Lidiane,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,154
centigen,"Ligacoes ilmitadas + 5GB Internet 4.5G mais rapida do Brasil apenas RS65,99 na CLARO EMPRESAS. Whats do Consultor 011993507145 ou www.turboempresas.com.br",CLARO,FALSE,121
centigen,"Lilian,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,243
centigen,"Liliane,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,177
centigen,LIVE TIM  PLANOS A PARTIR DE 40 A 500 MEGA DISPONIVEL PARA SEU ENDERECO ENTRE NO NOSSO LINK ABAIXO PARA MAIS INFORMACOES CLIQUE NO LINK ABAIXO   http://ww (1/2),TIM,FALSE,189
centigen,"Lorena,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,138
centigen,"Lourdes,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,108
centigen,"Luan,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,184
centigen,"Luana,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,480
zootude,"LUCAS pra voce cliente NET o CELULAR CLARO tem 16 GIGA de INTERNET + Chamadas ILIMITADAS p/ todo Brasil por apenas 119,90. Ligue 08007222233 e saiba como",CLARO,FALSE,115
zootude,"LUCAS, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,152
centigen,"Lucas,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,1253
centigen,"Lucia,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,398
zootude,"LUCIANA, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,136
centigen,"Luciana,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,881
centigen,"Luciane,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,177
centigen,"Luciano,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,684
centigen,"Luciene,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,255
centigen,"Lucilene,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,159
centigen,"Lucimar,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,114
zootude,"LUIS, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,163
centigen,"Luis,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,977
zootude,"Luiz, a CLARO ainda precisa de sua ligacao! Ligue 30038080 ou 08002088080 ou acesse Claropaguefacil.com.br e saiba mais",NA,FALSE,157
zootude,"Luiz, a Claro ainda precisa de sua ligacao! Nos retorne ate o final do dia de hoje no 0800 208 8080 ou 3003 8080, se preferir acesse Claropaguefacil.com.br",NA,FALSE,134
zootude,"Luiz, a CLARO ainda precisa de sua ligacao! Retorne ate o final do dia de hoje no 30038080 ou 08002088080 ou acesse Claropaguefacil.com.br",NA,FALSE,121
zootude,"LUIZ, a Claro preparou uma oferta para voce. Ligue agora 1052 e aproveite.",NA,FALSE,134
zootude,"LUIZ, a Claro tem uma oferta para voce negociar com ate 30% de desconto. Ligue agora 1052 e aproveite.",NA,FALSE,152
zootude,"LUIZ, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,315
centigen,"Luiz,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,2092
centigen,"Luiza,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,208
centigen,"Luzia,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,282
centigen,"Maicon,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,151
zootude,"MANOEL, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,140
centigen,"Manoel,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,865
centigen,"Mara,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,144
centigen,"Marcela,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,206
zootude,"Marcelo, a CLARO ainda precisa de sua ligacao! Ligue 30038080 ou 08002088080 ou acesse Claropaguefacil.com.br e saiba mais",NA,FALSE,105
zootude,"MARCELO, a Claro tem uma oferta para voce negociar com ate 30% de desconto. Ligue agora 1052 e aproveite.",NA,FALSE,110
zootude,"MARCELO, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,235
centigen,"Marcelo,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,1399
zootude,"MARCIA, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,209
centigen,"Marcia,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,1081
zootude,"MARCIO, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,147
centigen,"Marcio,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,981
centigen,"Marco,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,425
zootude,"Marcos, a CLARO ainda precisa de sua ligacao! Ligue 30038080 ou 08002088080 ou acesse Claropaguefacil.com.br e saiba mais",NA,FALSE,162
zootude,"Marcos, a Claro ainda precisa de sua ligacao! Nos retorne ate o final do dia de hoje no 0800 208 8080 ou 3003 8080, se preferir acesse Claropaguefacil.com.br",NA,FALSE,110
zootude,"Marcos, a CLARO ainda precisa de sua ligacao! Retorne ate o final do dia de hoje no 30038080 ou 08002088080 ou acesse Claropaguefacil.com.br",NA,FALSE,103
zootude,"MARCOS, a Claro preparou uma oferta para voce. Ligue agora 1052 e aproveite.",NA,FALSE,134
zootude,"MARCOS, a Claro tem uma oferta para voce negociar com ate 30% de desconto. Ligue agora 1052 e aproveite.",NA,FALSE,133
zootude,"MARCOS, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,312
centigen,"Marcos,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,1830
centigen,"Marcus,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,152
centigen,"Margarida,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,104
zootude,Maria volte a utilizar os beneficios do seu plano Vivo Movel. Pague sua conta vencida em  com o codigo de barras,NA,FALSE,593
zootude,Maria volte a utilizar os beneficios do seu plano Vivo Movel. Pague sua conta vencida em  com o codigo de barras,NA,FALSE,697
zootude,"Maria, a CLARO ainda precisa de sua ligacao! Ligue 30038080 ou 08002088080 ou acesse Claropaguefacil.com.br e saiba mais",NA,FALSE,820
zootude,"Maria, a Claro ainda precisa de sua ligacao! Nos retorne ate o final do dia de hoje no 0800 208 8080 ou 3003 8080, se preferir acesse Claropaguefacil.com.br",NA,FALSE,748
zootude,"Maria, a Claro ainda precisa de sua ligacao! Nos retorne ate o final do dia de hoje no 0800 208 8080 ou 3003 8080, se preferir acesse Claropaguefacil.com.br",NA,FALSE,304
zootude,"Maria, a CLARO ainda precisa de sua ligacao! Retorne ate o final do dia de hoje no 30038080 ou 08002088080 ou acesse Claropaguefacil.com.br",NA,FALSE,670
zootude,"MARIA, a Claro preparou uma oferta para voce. Ligue agora 1052 e aproveite.",NA,FALSE,937
zootude,"MARIA, a Claro preparou uma oferta para voce. Ligue agora 1052 e negocie com ate 30% de desconto.",NA,FALSE,241
zootude,"MARIA, a Claro preparou uma oferta para voce. Ligue agora e negocie com ate 20% de desconto.",NA,FALSE,543
zootude,"MARIA, a Claro tem uma oferta para voce negociar com ate 30% de desconto. Ligue agora 1052 e aproveite.",NA,FALSE,908
zootude,"MARIA, a Claro tem uma oferta para voce. Ligue agora 1052 e descubra.",NA,FALSE,2099
zootude,"MARIA, a Claro tem uma oferta para voce. Ligue agora e negocie com ate 30% de desconto ou em 12X.",NA,FALSE,175
zootude,"MARIA, Negocie seu debito Online com a TIM. Acesse www.maltacobrancas.com.br em NEGOCIE AQUI, Ligue 08008882373 ou Whats 65981177181. Prazo Limitado.",NA,FALSE,216
zootude,"Maria, Oferta Relampago Oi. Ligue agora e pague ainda hoje 08007230106. Condicoes especiais de desconto conforme contrato. Verifique o seu.",NA,FALSE,228
centigen,"Maria,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,14348
centigen,"Mariana,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,465
centigen,"Marilda,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,103
centigen,"Marilene,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,272
centigen,"Marilia,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,129
centigen,"Marina,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,239
centigen,"Marinalva,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,119
centigen,"Mario,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,376
centigen,"Marisa,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,144
centigen,"Marlene,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,399
centigen,"Marli,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,280
centigen,"Marta,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,320
centigen,"Mateus,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,256
centigen,"Matheus,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,570
centigen,"Mauricio,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,417
centigen,"Mauro,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,284
centigen,"Mayara,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,218
centigen,"Michael,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,130
centigen,"Michel,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,142
centigen,"Michele,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,333
centigen,"Michelle,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,189
zootude,"Migre agora pro TIM Controle! WhatsApp, Waze, redes sociais e ligacoes a vontade sem desconto na conta! Acesse bit.ly/topTIM ou responda Sim, que ligamos pra vc",TIM,FALSE,44030
zootude,"Migre agora seu plano Pre pro TIM Controle! WhatsApp, Waze e ligacoes a vontade sem desconto na conta! Acesse bit.ly/topTIM ou responda Sim, que ligamos pra vc",TIM,FALSE,38986
centigen,"Miguel,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,202
centigen,"Milena,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,162
centigen,"Milton,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,183
centigen,"Miriam,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,180
centigen,"Mirian,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,164
centigen,"Moacir,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,112
centigen,"Moises,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,189
centigen,"Monica,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,444
